index,Interval_Start,Interval_End,Consumption_kW,Consumption_kWh,Hour,Time,Date,Day,Price (Kč/MWh)
12544,2024-05-10 17:00:00,2024-05-10 17:15:00,725,725,18,17:00:00,2024-05-10,2024-05-10,2123.47
12545,2024-05-10 17:15:00,2024-05-10 17:30:00,715,715,18,17:15:00,2024-05-10,2024-05-10,2123.47
12546,2024-05-10 17:30:00,2024-05-10 17:45:00,704,704,18,17:30:00,2024-05-10,2024-05-10,2123.47
12547,2024-05-10 17:45:00,2024-05-10 18:00:00,708,708,18,17:45:00,2024-05-10,2024-05-10,2123.47
12548,2024-05-10 18:00:00,2024-05-10 18:15:00,308,308,19,18:00:00,2024-05-10,2024-05-10,2631.89
12549,2024-05-10 18:15:00,2024-05-10 18:30:00,261,261,19,18:15:00,2024-05-10,2024-05-10,2631.89
12550,2024-05-10 18:30:00,2024-05-10 18:45:00,264,264,19,18:30:00,2024-05-10,2024-05-10,2631.89
12551,2024-05-10 18:45:00,2024-05-10 19:00:00,255,255,19,18:45:00,2024-05-10,2024-05-10,2631.89
12552,2024-05-10 19:00:00,2024-05-10 19:15:00,251,251,20,19:00:00,2024-05-10,2024-05-10,3390.41
12553,2024-05-10 19:15:00,2024-05-10 19:30:00,252,252,20,19:15:00,2024-05-10,2024-05-10,3390.41
12554,2024-05-10 19:30:00,2024-05-10 19:45:00,255,255,20,19:30:00,2024-05-10,2024-05-10,3390.41
12555,2024-05-10 19:45:00,2024-05-10 20:00:00,249,249,20,19:45:00,2024-05-10,2024-05-10,3390.41
12556,2024-05-10 20:00:00,2024-05-10 20:15:00,246,246,21,20:00:00,2024-05-10,2024-05-10,4230.72
12557,2024-05-10 20:15:00,2024-05-10 20:30:00,246,246,21,20:15:00,2024-05-10,2024-05-10,4230.72
12558,2024-05-10 20:30:00,2024-05-10 20:45:00,240,240,21,20:30:00,2024-05-10,2024-05-10,4230.72
12559,2024-05-10 20:45:00,2024-05-10 21:00:00,236,236,21,20:45:00,2024-05-10,2024-05-10,4230.72
12560,2024-05-10 21:00:00,2024-05-10 21:15:00,237,237,22,21:00:00,2024-05-10,2024-05-10,3354.51
12561,2024-05-10 21:15:00,2024-05-10 21:30:00,229,229,22,21:15:00,2024-05-10,2024-05-10,3354.51
12562,2024-05-10 21:30:00,2024-05-10 21:45:00,223,223,22,21:30:00,2024-05-10,2024-05-10,3354.51
12563,2024-05-10 21:45:00,2024-05-10 22:00:00,228,228,22,21:45:00,2024-05-10,2024-05-10,3354.51
12564,2024-05-10 22:00:00,2024-05-10 22:15:00,217,217,23,22:00:00,2024-05-10,2024-05-10,2582.27
12565,2024-05-10 22:15:00,2024-05-10 22:30:00,217,217,23,22:15:00,2024-05-10,2024-05-10,2582.27
12566,2024-05-10 22:30:00,2024-05-10 22:45:00,217,217,23,22:30:00,2024-05-10,2024-05-10,2582.27
12567,2024-05-10 22:45:00,2024-05-10 23:00:00,217,217,23,22:45:00,2024-05-10,2024-05-10,2582.27
12568,2024-05-10 23:00:00,2024-05-10 23:15:00,218,218,24,23:00:00,2024-05-10,2024-05-10,2280.56
12569,2024-05-10 23:15:00,2024-05-10 23:30:00,216,216,24,23:15:00,2024-05-10,2024-05-10,2280.56
12570,2024-05-10 23:30:00,2024-05-10 23:45:00,212,212,24,23:30:00,2024-05-10,2024-05-10,2280.56
12571,2024-05-10 23:45:00,2024-05-11 00:00:00,209,209,24,23:45:00,2024-05-10,2024-05-10,2280.56
12572,2024-05-11 00:00:00,2024-05-11 00:15:00,211,211,1,00:00:00,2024-05-11,2024-05-11,2429.67
12573,2024-05-11 00:15:00,2024-05-11 00:30:00,213,213,1,00:15:00,2024-05-11,2024-05-11,2429.67
12574,2024-05-11 00:30:00,2024-05-11 00:45:00,213,213,1,00:30:00,2024-05-11,2024-05-11,2429.67
12575,2024-05-11 00:45:00,2024-05-11 01:00:00,213,213,1,00:45:00,2024-05-11,2024-05-11,2429.67
12576,2024-05-11 01:00:00,2024-05-11 01:15:00,211,211,2,01:00:00,2024-05-11,2024-05-11,2369.07
12577,2024-05-11 01:15:00,2024-05-11 01:30:00,212,212,2,01:15:00,2024-05-11,2024-05-11,2369.07
12578,2024-05-11 01:30:00,2024-05-11 01:45:00,213,213,2,01:30:00,2024-05-11,2024-05-11,2369.07
12579,2024-05-11 01:45:00,2024-05-11 02:00:00,213,213,2,01:45:00,2024-05-11,2024-05-11,2369.07
12580,2024-05-11 02:00:00,2024-05-11 02:15:00,189,189,3,02:00:00,2024-05-11,2024-05-11,2263.35
12581,2024-05-11 02:15:00,2024-05-11 02:30:00,191,191,3,02:15:00,2024-05-11,2024-05-11,2263.35
12582,2024-05-11 02:30:00,2024-05-11 02:45:00,187,187,3,02:30:00,2024-05-11,2024-05-11,2263.35
12583,2024-05-11 02:45:00,2024-05-11 03:00:00,184,184,3,02:45:00,2024-05-11,2024-05-11,2263.35
12584,2024-05-11 03:00:00,2024-05-11 03:15:00,189,189,4,03:00:00,2024-05-11,2024-05-11,2238.17
12585,2024-05-11 03:15:00,2024-05-11 03:30:00,187,187,4,03:15:00,2024-05-11,2024-05-11,2238.17
12586,2024-05-11 03:30:00,2024-05-11 03:45:00,205,205,4,03:30:00,2024-05-11,2024-05-11,2238.17
12587,2024-05-11 03:45:00,2024-05-11 04:00:00,207,207,4,03:45:00,2024-05-11,2024-05-11,2238.17
12588,2024-05-11 04:00:00,2024-05-11 04:15:00,225,225,5,04:00:00,2024-05-11,2024-05-11,2260.86
12589,2024-05-11 04:15:00,2024-05-11 04:30:00,230,230,5,04:15:00,2024-05-11,2024-05-11,2260.86
12590,2024-05-11 04:30:00,2024-05-11 04:45:00,233,233,5,04:30:00,2024-05-11,2024-05-11,2260.86
12591,2024-05-11 04:45:00,2024-05-11 05:00:00,240,240,5,04:45:00,2024-05-11,2024-05-11,2260.86
12592,2024-05-11 05:00:00,2024-05-11 05:15:00,241,241,6,05:00:00,2024-05-11,2024-05-11,2284.55
12593,2024-05-11 05:15:00,2024-05-11 05:30:00,240,240,6,05:15:00,2024-05-11,2024-05-11,2284.55
12594,2024-05-11 05:30:00,2024-05-11 05:45:00,239,239,6,05:30:00,2024-05-11,2024-05-11,2284.55
12595,2024-05-11 05:45:00,2024-05-11 06:00:00,251,251,6,05:45:00,2024-05-11,2024-05-11,2284.55
12596,2024-05-11 06:00:00,2024-05-11 06:15:00,227,227,7,06:00:00,2024-05-11,2024-05-11,2159.62
12597,2024-05-11 06:15:00,2024-05-11 06:30:00,228,228,7,06:15:00,2024-05-11,2024-05-11,2159.62
12598,2024-05-11 06:30:00,2024-05-11 06:45:00,224,224,7,06:30:00,2024-05-11,2024-05-11,2159.62
12599,2024-05-11 06:45:00,2024-05-11 07:00:00,218,218,7,06:45:00,2024-05-11,2024-05-11,2159.62
12600,2024-05-11 07:00:00,2024-05-11 07:15:00,225,225,8,07:00:00,2024-05-11,2024-05-11,1994.8
12601,2024-05-11 07:15:00,2024-05-11 07:30:00,221,221,8,07:15:00,2024-05-11,2024-05-11,1994.8
12602,2024-05-11 07:30:00,2024-05-11 07:45:00,226,226,8,07:30:00,2024-05-11,2024-05-11,1994.8
12603,2024-05-11 07:45:00,2024-05-11 08:00:00,219,219,8,07:45:00,2024-05-11,2024-05-11,1994.8
12604,2024-05-11 08:00:00,2024-05-11 08:15:00,256,256,9,08:00:00,2024-05-11,2024-05-11,1406.58
12605,2024-05-11 08:15:00,2024-05-11 08:30:00,248,248,9,08:15:00,2024-05-11,2024-05-11,1406.58
12606,2024-05-11 08:30:00,2024-05-11 08:45:00,244,244,9,08:30:00,2024-05-11,2024-05-11,1406.58
12607,2024-05-11 08:45:00,2024-05-11 09:00:00,247,247,9,08:45:00,2024-05-11,2024-05-11,1406.58
12608,2024-05-11 09:00:00,2024-05-11 09:15:00,245,245,10,09:00:00,2024-05-11,2024-05-11,169.56
12609,2024-05-11 09:15:00,2024-05-11 09:30:00,247,247,10,09:15:00,2024-05-11,2024-05-11,169.56
12610,2024-05-11 09:30:00,2024-05-11 09:45:00,240,240,10,09:30:00,2024-05-11,2024-05-11,169.56
12611,2024-05-11 09:45:00,2024-05-11 10:00:00,247,247,10,09:45:00,2024-05-11,2024-05-11,169.56
12612,2024-05-11 10:00:00,2024-05-11 10:15:00,222,222,11,10:00:00,2024-05-11,2024-05-11,0.0
12613,2024-05-11 10:15:00,2024-05-11 10:30:00,238,238,11,10:15:00,2024-05-11,2024-05-11,0.0
12614,2024-05-11 10:30:00,2024-05-11 10:45:00,238,238,11,10:30:00,2024-05-11,2024-05-11,0.0
12615,2024-05-11 10:45:00,2024-05-11 11:00:00,232,232,11,10:45:00,2024-05-11,2024-05-11,0.0
12616,2024-05-11 11:00:00,2024-05-11 11:15:00,237,237,12,11:00:00,2024-05-11,2024-05-11,-272.54
12617,2024-05-11 11:15:00,2024-05-11 11:30:00,234,234,12,11:15:00,2024-05-11,2024-05-11,-272.54
12618,2024-05-11 11:30:00,2024-05-11 11:45:00,228,228,12,11:30:00,2024-05-11,2024-05-11,-272.54
12619,2024-05-11 11:45:00,2024-05-11 12:00:00,236,236,12,11:45:00,2024-05-11,2024-05-11,-272.54
12620,2024-05-11 12:00:00,2024-05-11 12:15:00,256,256,13,12:00:00,2024-05-11,2024-05-11,-544.83
12621,2024-05-11 12:15:00,2024-05-11 12:30:00,245,245,13,12:15:00,2024-05-11,2024-05-11,-544.83
12622,2024-05-11 12:30:00,2024-05-11 12:45:00,254,254,13,12:30:00,2024-05-11,2024-05-11,-544.83
12623,2024-05-11 12:45:00,2024-05-11 13:00:00,246,246,13,12:45:00,2024-05-11,2024-05-11,-544.83
12624,2024-05-11 13:00:00,2024-05-11 13:15:00,250,250,14,13:00:00,2024-05-11,2024-05-11,-582.48
12625,2024-05-11 13:15:00,2024-05-11 13:30:00,250,250,14,13:15:00,2024-05-11,2024-05-11,-582.48
12626,2024-05-11 13:30:00,2024-05-11 13:45:00,246,246,14,13:30:00,2024-05-11,2024-05-11,-582.48
12627,2024-05-11 13:45:00,2024-05-11 14:00:00,244,244,14,13:45:00,2024-05-11,2024-05-11,-582.48
12628,2024-05-11 14:00:00,2024-05-11 14:15:00,224,224,15,14:00:00,2024-05-11,2024-05-11,-625.12
12629,2024-05-11 14:15:00,2024-05-11 14:30:00,232,232,15,14:15:00,2024-05-11,2024-05-11,-625.12
12630,2024-05-11 14:30:00,2024-05-11 14:45:00,219,219,15,14:30:00,2024-05-11,2024-05-11,-625.12
12631,2024-05-11 14:45:00,2024-05-11 15:00:00,225,225,15,14:45:00,2024-05-11,2024-05-11,-625.12
12632,2024-05-11 15:00:00,2024-05-11 15:15:00,229,229,16,15:00:00,2024-05-11,2024-05-11,-302.96
12633,2024-05-11 15:15:00,2024-05-11 15:30:00,229,229,16,15:15:00,2024-05-11,2024-05-11,-302.96
12634,2024-05-11 15:30:00,2024-05-11 15:45:00,225,225,16,15:30:00,2024-05-11,2024-05-11,-302.96
12635,2024-05-11 15:45:00,2024-05-11 16:00:00,221,221,16,15:45:00,2024-05-11,2024-05-11,-302.96
12636,2024-05-11 16:00:00,2024-05-11 16:15:00,250,250,17,16:00:00,2024-05-11,2024-05-11,-10.72
12637,2024-05-11 16:15:00,2024-05-11 16:30:00,242,242,17,16:15:00,2024-05-11,2024-05-11,-10.72
12638,2024-05-11 16:30:00,2024-05-11 16:45:00,243,243,17,16:30:00,2024-05-11,2024-05-11,-10.72
12639,2024-05-11 16:45:00,2024-05-11 17:00:00,246,246,17,16:45:00,2024-05-11,2024-05-11,-10.72
12640,2024-05-11 17:00:00,2024-05-11 17:15:00,244,244,18,17:00:00,2024-05-11,2024-05-11,830.59
12641,2024-05-11 17:15:00,2024-05-11 17:30:00,248,248,18,17:15:00,2024-05-11,2024-05-11,830.59
12642,2024-05-11 17:30:00,2024-05-11 17:45:00,243,243,18,17:30:00,2024-05-11,2024-05-11,830.59
12643,2024-05-11 17:45:00,2024-05-11 18:00:00,246,246,18,17:45:00,2024-05-11,2024-05-11,830.59
12644,2024-05-11 18:00:00,2024-05-11 18:15:00,222,222,19,18:00:00,2024-05-11,2024-05-11,2169.1
12645,2024-05-11 18:15:00,2024-05-11 18:30:00,217,217,19,18:15:00,2024-05-11,2024-05-11,2169.1
12646,2024-05-11 18:30:00,2024-05-11 18:45:00,215,215,19,18:30:00,2024-05-11,2024-05-11,2169.1
12647,2024-05-11 18:45:00,2024-05-11 19:00:00,232,232,19,18:45:00,2024-05-11,2024-05-11,2169.1
12648,2024-05-11 19:00:00,2024-05-11 19:15:00,225,225,20,19:00:00,2024-05-11,2024-05-11,2653.83
12649,2024-05-11 19:15:00,2024-05-11 19:30:00,227,227,20,19:15:00,2024-05-11,2024-05-11,2653.83
12650,2024-05-11 19:30:00,2024-05-11 19:45:00,225,225,20,19:30:00,2024-05-11,2024-05-11,2653.83
12651,2024-05-11 19:45:00,2024-05-11 20:00:00,223,223,20,19:45:00,2024-05-11,2024-05-11,2653.83
12652,2024-05-11 20:00:00,2024-05-11 20:15:00,237,237,21,20:00:00,2024-05-11,2024-05-11,3028.36
12653,2024-05-11 20:15:00,2024-05-11 20:30:00,247,247,21,20:15:00,2024-05-11,2024-05-11,3028.36
12654,2024-05-11 20:30:00,2024-05-11 20:45:00,242,242,21,20:30:00,2024-05-11,2024-05-11,3028.36
12655,2024-05-11 20:45:00,2024-05-11 21:00:00,239,239,21,20:45:00,2024-05-11,2024-05-11,3028.36
12656,2024-05-11 21:00:00,2024-05-11 21:15:00,227,227,22,21:00:00,2024-05-11,2024-05-11,2658.82
12657,2024-05-11 21:15:00,2024-05-11 21:30:00,222,222,22,21:15:00,2024-05-11,2024-05-11,2658.82
12658,2024-05-11 21:30:00,2024-05-11 21:45:00,221,221,22,21:30:00,2024-05-11,2024-05-11,2658.82
12659,2024-05-11 21:45:00,2024-05-11 22:00:00,219,219,22,21:45:00,2024-05-11,2024-05-11,2658.82
12660,2024-05-11 22:00:00,2024-05-11 22:15:00,198,198,23,22:00:00,2024-05-11,2024-05-11,2183.81
12661,2024-05-11 22:15:00,2024-05-11 22:30:00,196,196,23,22:15:00,2024-05-11,2024-05-11,2183.81
12662,2024-05-11 22:30:00,2024-05-11 22:45:00,201,201,23,22:30:00,2024-05-11,2024-05-11,2183.81
12663,2024-05-11 22:45:00,2024-05-11 23:00:00,194,194,23,22:45:00,2024-05-11,2024-05-11,2183.81
12664,2024-05-11 23:00:00,2024-05-11 23:15:00,197,197,24,23:00:00,2024-05-11,2024-05-11,1729.99
12665,2024-05-11 23:15:00,2024-05-11 23:30:00,194,194,24,23:15:00,2024-05-11,2024-05-11,1729.99
12666,2024-05-11 23:30:00,2024-05-11 23:45:00,190,190,24,23:30:00,2024-05-11,2024-05-11,1729.99
12667,2024-05-11 23:45:00,2024-05-12 00:00:00,189,189,24,23:45:00,2024-05-11,2024-05-11,1729.99
12668,2024-05-12 00:00:00,2024-05-12 00:15:00,215,215,1,00:00:00,2024-05-12,2024-05-12,1640.47
12669,2024-05-12 00:15:00,2024-05-12 00:30:00,214,214,1,00:15:00,2024-05-12,2024-05-12,1640.47
12670,2024-05-12 00:30:00,2024-05-12 00:45:00,208,208,1,00:30:00,2024-05-12,2024-05-12,1640.47
12671,2024-05-12 00:45:00,2024-05-12 01:00:00,216,216,1,00:45:00,2024-05-12,2024-05-12,1640.47
12672,2024-05-12 01:00:00,2024-05-12 01:15:00,211,211,2,01:00:00,2024-05-12,2024-05-12,1368.68
12673,2024-05-12 01:15:00,2024-05-12 01:30:00,212,212,2,01:15:00,2024-05-12,2024-05-12,1368.68
12674,2024-05-12 01:30:00,2024-05-12 01:45:00,214,214,2,01:30:00,2024-05-12,2024-05-12,1368.68
12675,2024-05-12 01:45:00,2024-05-12 02:00:00,217,217,2,01:45:00,2024-05-12,2024-05-12,1368.68
12676,2024-05-12 02:00:00,2024-05-12 02:15:00,187,187,3,02:00:00,2024-05-12,2024-05-12,1115.34
12677,2024-05-12 02:15:00,2024-05-12 02:30:00,193,193,3,02:15:00,2024-05-12,2024-05-12,1115.34
12678,2024-05-12 02:30:00,2024-05-12 02:45:00,192,192,3,02:30:00,2024-05-12,2024-05-12,1115.34
12679,2024-05-12 02:45:00,2024-05-12 03:00:00,193,193,3,02:45:00,2024-05-12,2024-05-12,1115.34
12680,2024-05-12 03:00:00,2024-05-12 03:15:00,192,192,4,03:00:00,2024-05-12,2024-05-12,1034.05
12681,2024-05-12 03:15:00,2024-05-12 03:30:00,190,190,4,03:15:00,2024-05-12,2024-05-12,1034.05
12682,2024-05-12 03:30:00,2024-05-12 03:45:00,202,202,4,03:30:00,2024-05-12,2024-05-12,1034.05
12683,2024-05-12 03:45:00,2024-05-12 04:00:00,201,201,4,03:45:00,2024-05-12,2024-05-12,1034.05
12684,2024-05-12 04:00:00,2024-05-12 04:15:00,226,226,5,04:00:00,2024-05-12,2024-05-12,1164.47
12685,2024-05-12 04:15:00,2024-05-12 04:30:00,222,222,5,04:15:00,2024-05-12,2024-05-12,1164.47
12686,2024-05-12 04:30:00,2024-05-12 04:45:00,228,228,5,04:30:00,2024-05-12,2024-05-12,1164.47
12687,2024-05-12 04:45:00,2024-05-12 05:00:00,225,225,5,04:45:00,2024-05-12,2024-05-12,1164.47
12688,2024-05-12 05:00:00,2024-05-12 05:15:00,226,226,6,05:00:00,2024-05-12,2024-05-12,1094.4
12689,2024-05-12 05:15:00,2024-05-12 05:30:00,226,226,6,05:15:00,2024-05-12,2024-05-12,1094.4
12690,2024-05-12 05:30:00,2024-05-12 05:45:00,228,228,6,05:30:00,2024-05-12,2024-05-12,1094.4
12691,2024-05-12 05:45:00,2024-05-12 06:00:00,232,232,6,05:45:00,2024-05-12,2024-05-12,1094.4
12692,2024-05-12 06:00:00,2024-05-12 06:15:00,218,218,7,06:00:00,2024-05-12,2024-05-12,439.11
12693,2024-05-12 06:15:00,2024-05-12 06:30:00,211,211,7,06:15:00,2024-05-12,2024-05-12,439.11
12694,2024-05-12 06:30:00,2024-05-12 06:45:00,213,213,7,06:30:00,2024-05-12,2024-05-12,439.11
12695,2024-05-12 06:45:00,2024-05-12 07:00:00,208,208,7,06:45:00,2024-05-12,2024-05-12,439.11
12696,2024-05-12 07:00:00,2024-05-12 07:15:00,212,212,8,07:00:00,2024-05-12,2024-05-12,119.44
12697,2024-05-12 07:15:00,2024-05-12 07:30:00,212,212,8,07:15:00,2024-05-12,2024-05-12,119.44
12698,2024-05-12 07:30:00,2024-05-12 07:45:00,210,210,8,07:30:00,2024-05-12,2024-05-12,119.44
12699,2024-05-12 07:45:00,2024-05-12 08:00:00,216,216,8,07:45:00,2024-05-12,2024-05-12,119.44
12700,2024-05-12 08:00:00,2024-05-12 08:15:00,229,229,9,08:00:00,2024-05-12,2024-05-12,58.6
12701,2024-05-12 08:15:00,2024-05-12 08:30:00,239,239,9,08:15:00,2024-05-12,2024-05-12,58.6
12702,2024-05-12 08:30:00,2024-05-12 08:45:00,247,247,9,08:30:00,2024-05-12,2024-05-12,58.6
12703,2024-05-12 08:45:00,2024-05-12 09:00:00,250,250,9,08:45:00,2024-05-12,2024-05-12,58.6
12704,2024-05-12 09:00:00,2024-05-12 09:15:00,249,249,10,09:00:00,2024-05-12,2024-05-12,-71.56
12705,2024-05-12 09:15:00,2024-05-12 09:30:00,252,252,10,09:15:00,2024-05-12,2024-05-12,-71.56
12706,2024-05-12 09:30:00,2024-05-12 09:45:00,245,245,10,09:30:00,2024-05-12,2024-05-12,-71.56
12707,2024-05-12 09:45:00,2024-05-12 10:00:00,245,245,10,09:45:00,2024-05-12,2024-05-12,-71.56
12708,2024-05-12 10:00:00,2024-05-12 10:15:00,219,219,11,10:00:00,2024-05-12,2024-05-12,-648.56
12709,2024-05-12 10:15:00,2024-05-12 10:30:00,227,227,11,10:15:00,2024-05-12,2024-05-12,-648.56
12710,2024-05-12 10:30:00,2024-05-12 10:45:00,256,256,11,10:30:00,2024-05-12,2024-05-12,-648.56
12711,2024-05-12 10:45:00,2024-05-12 11:00:00,246,246,11,10:45:00,2024-05-12,2024-05-12,-648.56
12712,2024-05-12 11:00:00,2024-05-12 11:15:00,236,236,12,11:00:00,2024-05-12,2024-05-12,-1787.84
12713,2024-05-12 11:15:00,2024-05-12 11:30:00,234,234,12,11:15:00,2024-05-12,2024-05-12,-1787.84
12714,2024-05-12 11:30:00,2024-05-12 11:45:00,235,235,12,11:30:00,2024-05-12,2024-05-12,-1787.84
12715,2024-05-12 11:45:00,2024-05-12 12:00:00,233,233,12,11:45:00,2024-05-12,2024-05-12,-1787.84
12716,2024-05-12 12:00:00,2024-05-12 12:15:00,280,280,13,12:00:00,2024-05-12,2024-05-12,-2525.67
12717,2024-05-12 12:15:00,2024-05-12 12:30:00,267,267,13,12:15:00,2024-05-12,2024-05-12,-2525.67
12718,2024-05-12 12:30:00,2024-05-12 12:45:00,255,255,13,12:30:00,2024-05-12,2024-05-12,-2525.67
12719,2024-05-12 12:45:00,2024-05-12 13:00:00,248,248,13,12:45:00,2024-05-12,2024-05-12,-2525.67
12720,2024-05-12 13:00:00,2024-05-12 13:15:00,246,246,14,13:00:00,2024-05-12,2024-05-12,-3459.73
12721,2024-05-12 13:15:00,2024-05-12 13:30:00,249,249,14,13:15:00,2024-05-12,2024-05-12,-3459.73
12722,2024-05-12 13:30:00,2024-05-12 13:45:00,251,251,14,13:30:00,2024-05-12,2024-05-12,-3459.73
12723,2024-05-12 13:45:00,2024-05-12 14:00:00,252,252,14,13:45:00,2024-05-12,2024-05-12,-3459.73
12724,2024-05-12 14:00:00,2024-05-12 14:15:00,227,227,15,14:00:00,2024-05-12,2024-05-12,-3408.86
12725,2024-05-12 14:15:00,2024-05-12 14:30:00,226,226,15,14:15:00,2024-05-12,2024-05-12,-3408.86
12726,2024-05-12 14:30:00,2024-05-12 14:45:00,224,224,15,14:30:00,2024-05-12,2024-05-12,-3408.86
12727,2024-05-12 14:45:00,2024-05-12 15:00:00,227,227,15,14:45:00,2024-05-12,2024-05-12,-3408.86
12728,2024-05-12 15:00:00,2024-05-12 15:15:00,226,226,16,15:00:00,2024-05-12,2024-05-12,-2233.68
12729,2024-05-12 15:15:00,2024-05-12 15:30:00,231,231,16,15:15:00,2024-05-12,2024-05-12,-2233.68
12730,2024-05-12 15:30:00,2024-05-12 15:45:00,225,225,16,15:30:00,2024-05-12,2024-05-12,-2233.68
12731,2024-05-12 15:45:00,2024-05-12 16:00:00,221,221,16,15:45:00,2024-05-12,2024-05-12,-2233.68
12732,2024-05-12 16:00:00,2024-05-12 16:15:00,243,243,17,16:00:00,2024-05-12,2024-05-12,-768.75
12733,2024-05-12 16:15:00,2024-05-12 16:30:00,242,242,17,16:15:00,2024-05-12,2024-05-12,-768.75
12734,2024-05-12 16:30:00,2024-05-12 16:45:00,248,248,17,16:30:00,2024-05-12,2024-05-12,-768.75
12735,2024-05-12 16:45:00,2024-05-12 17:00:00,248,248,17,16:45:00,2024-05-12,2024-05-12,-768.75
12736,2024-05-12 17:00:00,2024-05-12 17:15:00,245,245,18,17:00:00,2024-05-12,2024-05-12,-85.53
12737,2024-05-12 17:15:00,2024-05-12 17:30:00,241,241,18,17:15:00,2024-05-12,2024-05-12,-85.53
12738,2024-05-12 17:30:00,2024-05-12 17:45:00,247,247,18,17:30:00,2024-05-12,2024-05-12,-85.53
12739,2024-05-12 17:45:00,2024-05-12 18:00:00,242,242,18,17:45:00,2024-05-12,2024-05-12,-85.53
12740,2024-05-12 18:00:00,2024-05-12 18:15:00,221,221,19,18:00:00,2024-05-12,2024-05-12,1115.34
12741,2024-05-12 18:15:00,2024-05-12 18:30:00,224,224,19,18:15:00,2024-05-12,2024-05-12,1115.34
12742,2024-05-12 18:30:00,2024-05-12 18:45:00,228,228,19,18:30:00,2024-05-12,2024-05-12,1115.34
12743,2024-05-12 18:45:00,2024-05-12 19:00:00,220,220,19,18:45:00,2024-05-12,2024-05-12,1115.34
12744,2024-05-12 19:00:00,2024-05-12 19:15:00,217,217,20,19:00:00,2024-05-12,2024-05-12,2025.97
12745,2024-05-12 19:15:00,2024-05-12 19:30:00,220,220,20,19:15:00,2024-05-12,2024-05-12,2025.97
12746,2024-05-12 19:30:00,2024-05-12 19:45:00,224,224,20,19:30:00,2024-05-12,2024-05-12,2025.97
12747,2024-05-12 19:45:00,2024-05-12 20:00:00,229,229,20,19:45:00,2024-05-12,2024-05-12,2025.97
12748,2024-05-12 20:00:00,2024-05-12 20:15:00,241,241,21,20:00:00,2024-05-12,2024-05-12,2815.91
12749,2024-05-12 20:15:00,2024-05-12 20:30:00,237,237,21,20:15:00,2024-05-12,2024-05-12,2815.91
12750,2024-05-12 20:30:00,2024-05-12 20:45:00,241,241,21,20:30:00,2024-05-12,2024-05-12,2815.91
12751,2024-05-12 20:45:00,2024-05-12 21:00:00,238,238,21,20:45:00,2024-05-12,2024-05-12,2815.91
12752,2024-05-12 21:00:00,2024-05-12 21:15:00,227,227,22,21:00:00,2024-05-12,2024-05-12,1906.53
12753,2024-05-12 21:15:00,2024-05-12 21:30:00,228,228,22,21:15:00,2024-05-12,2024-05-12,1906.53
12754,2024-05-12 21:30:00,2024-05-12 21:45:00,224,224,22,21:30:00,2024-05-12,2024-05-12,1906.53
12755,2024-05-12 21:45:00,2024-05-12 22:00:00,220,220,22,21:45:00,2024-05-12,2024-05-12,1906.53
12756,2024-05-12 22:00:00,2024-05-12 22:15:00,197,197,23,22:00:00,2024-05-12,2024-05-12,1594.34
12757,2024-05-12 22:15:00,2024-05-12 22:30:00,195,195,23,22:15:00,2024-05-12,2024-05-12,1594.34
12758,2024-05-12 22:30:00,2024-05-12 22:45:00,191,191,23,22:30:00,2024-05-12,2024-05-12,1594.34
12759,2024-05-12 22:45:00,2024-05-12 23:00:00,200,200,23,22:45:00,2024-05-12,2024-05-12,1594.34
12760,2024-05-12 23:00:00,2024-05-12 23:15:00,204,204,24,23:00:00,2024-05-12,2024-05-12,1235.28
12761,2024-05-12 23:15:00,2024-05-12 23:30:00,197,197,24,23:15:00,2024-05-12,2024-05-12,1235.28
12762,2024-05-12 23:30:00,2024-05-12 23:45:00,198,198,24,23:30:00,2024-05-12,2024-05-12,1235.28
12763,2024-05-12 23:45:00,2024-05-13 00:00:00,188,188,24,23:45:00,2024-05-12,2024-05-12,1235.28
12764,2024-05-13 00:00:00,2024-05-13 00:15:00,217,217,1,00:00:00,2024-05-13,2024-05-13,477.66
12765,2024-05-13 00:15:00,2024-05-13 00:30:00,218,218,1,00:15:00,2024-05-13,2024-05-13,477.66
12766,2024-05-13 00:30:00,2024-05-13 00:45:00,220,220,1,00:30:00,2024-05-13,2024-05-13,477.66
12767,2024-05-13 00:45:00,2024-05-13 01:00:00,219,219,1,00:45:00,2024-05-13,2024-05-13,477.66
12768,2024-05-13 01:00:00,2024-05-13 01:15:00,212,212,2,01:00:00,2024-05-13,2024-05-13,482.12
12769,2024-05-13 01:15:00,2024-05-13 01:30:00,214,214,2,01:15:00,2024-05-13,2024-05-13,482.12
12770,2024-05-13 01:30:00,2024-05-13 01:45:00,213,213,2,01:30:00,2024-05-13,2024-05-13,482.12
12771,2024-05-13 01:45:00,2024-05-13 02:00:00,215,215,2,01:45:00,2024-05-13,2024-05-13,482.12
12772,2024-05-13 02:00:00,2024-05-13 02:15:00,215,215,3,02:00:00,2024-05-13,2024-05-13,531.42
12773,2024-05-13 02:15:00,2024-05-13 02:30:00,217,217,3,02:15:00,2024-05-13,2024-05-13,531.42
12774,2024-05-13 02:30:00,2024-05-13 02:45:00,211,211,3,02:30:00,2024-05-13,2024-05-13,531.42
12775,2024-05-13 02:45:00,2024-05-13 03:00:00,209,209,3,02:45:00,2024-05-13,2024-05-13,531.42
